Negocio|Nombre negocio|Gen|Nombre Gen|Uen|Nombre de la uen|Sublinea|Nomb Sublinea|Cat|Desc_Categoria|Subc|Desc_Subcategoria|Nom abreviado|Segmento|Desc_Segmento|Tipo unidad de medida|Unidad PUM|Descripción PUM                                                                                       
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00343|FOTOGRAFIA  N                 |4320|PROYECTORES N                 |PROYECTORE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00343|FOTOGRAFIA  N                 |4330|TELESCOPIOS N                 |TELESCOPIO|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00343|FOTOGRAFIA  N                 |4340|BINOCULOS N                   |BINOCULOS |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00343|FOTOGRAFIA  N                 |4350|ACCESORIOS FOTOGRAFIA N       |ACC FOTOGR|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00344|CUIDADO DE PISOS              |4410|ASPIRADORA                    |ASPIRADORA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00346|TELEFONIA  N                  |4610|TELEFONOS N                   |TELEFONOS |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00346|TELEFONIA  N                  |4620|FAX N                         |FAX       |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00346|TELEFONIA  N                  |4630|BEEPERS N                     |BEEPERS   |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00346|TELEFONIA  N                  |4640|TARJETAS TELEFONIA N          |TARJETA TE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00346|TELEFONIA  N                  |4650|ACCESORIOS TELEFONIA N        |ACC TELEFO|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00350|BOLSOS  N                     |5010|BOLSOS ELEGANTES N            |BOLSOS ELE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00350|BOLSOS  N                     |5020|BOLSOS SPORT N                |BOLSO SPOR|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00352|MALETAS                       |5210|MALETAS DURAS N               |MALETAS DU|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00352|MALETAS                       |5220|MALETAS EN LONA  N            |MALETAS LO|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00352|MALETAS                       |5230|MALETIN DE VIAJE N            |MALETIN VI|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00352|MALETAS                       |5240|TRANSPORTADOR DE MALETAS N    |TRANSPORTA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00354|MALETINES EJECUTIVOS          |5410|MALETIN EJECUTIVO CUERO N     |MALETIN   |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00354|MALETINES EJECUTIVOS          |5420|MALETIN EJECUTIVO LONA N      |MALETIN LO|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00354|MALETINES EJECUTIVOS          |5430|MALETIN EJECUTIVO SINTETICO N |MALETIN SI|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00356|MALETINES ESCOLARES LONA      |5440|MALETIN ESCOLARES LONA N      |MALETIN ES|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00358|MORRALES  N                   |5810|MORRALES CORRIENTES N         |MORRALES  |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00360|PORTADINERO  N                |6010|BILLETERAS N                  |BILLETERAS|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00360|PORTADINERO  N                |6020|PORTACHEQUERAS N              |PORTACHEQU|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00360|PORTADINERO  N                |6030|MONEDEROS N                   |MONEDEROS |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00360|PORTADINERO  N                |6040|PORTADOCUMENTOS N             |PORTADOCUM|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00360|PORTADINERO  N                |6050|MANICARTERAS N                |MANICARTER|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00360|PORTADINERO  N                |6060|RIÑONERAS *N                  |RIÑONERAS |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00361|SOMBRILLAS  N                 |6110|SOMBRILLAS DOBLAR N           |SOMBRILLAS|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00361|SOMBRILLAS  N                 |6120|PARAGUAS N                    |PARAGUAS  |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00364|FLOREROS  N                   |6410|FLOREROS VIDRIO N             |FLOREROS V|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00364|FLOREROS  N                   |6420|FLOREROS CRISTAL N            |FLOREROS C|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00364|FLOREROS  N                   |6430|FLOREROS CERAMICA N           |FLOREROS C|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00364|FLOREROS  N                   |6440|FLOREROS PORCELANA N          |FLOREROS P|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00364|FLOREROS  N                   |6450|FLOREROS METAL N              |FLOREROS M|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00366|ILUMINACION DECORATIVA  N     |6610|LAMPARA DE PISO N             |LAMPARA PI|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00366|ILUMINACION DECORATIVA  N     |6620|LAMPARA DE MESA N             |LAMPARA ME|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00366|ILUMINACION DECORATIVA  N     |6630|LAMPARA DE APLIQUE N          |LAMPARA AP|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00366|ILUMINACION DECORATIVA  N     |6640|LAMPARA DE TECHO N            |LAMPARA TE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00366|ILUMINACION DECORATIVA  N     |6650|REPUESTO ILUMINACION N        |REPUESTO I|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00367|RELOJES N                     |6710|RELOJES PARED N               |RELOJ PARE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00367|RELOJES N                     |6720|RELOJES MESA N                |RELOJ MESA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00367|RELOJES N                     |6730|RELOJES UNISEXO N             |RELOJ UNIS|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00367|RELOJES N                     |6740|RELOJES DAMA N                |RELOJ DAMA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00367|RELOJES N                     |6750|RELOJES HOMBRE N              |RELOJ HOMB|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00368|PORTARETRATOS  N              |6810|PORTARETRATO MADERA N         |PORTARETRA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00368|PORTARETRATOS  N              |6820|PORTARETRATO RESINA N         |PORTARETRA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00368|PORTARETRATOS  N              |6830|PORTARETRATO ACRILICO N       |P/RTRATO A|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00368|PORTARETRATOS  N              |6840|PORTARETRATO VIDRIO N         |P/RTRATO V|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00368|PORTARETRATOS  N              |6850|PORTARETRATO METAL N          |P/RTRATO M|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00369|MANUALIDADES                  |6910|PUPITRE Y TABLERO             |PUPITRE TA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00370|MUEBLES DE EXTERIOR  N        |7010|MESAS EXTERIOR N              |MESAS EXTE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00370|MUEBLES DE EXTERIOR  N        |7020|REPISAS EXTERIOR N            |REPISAS EX|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00370|MUEBLES DE EXTERIOR  N        |7030|SILLAS EXTERIOR N             |SILLAS EXT|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00370|MUEBLES DE EXTERIOR  N        |7040|SET MUEBLES EXTERIOR N        |SET MUEBLE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00370|MUEBLES DE EXTERIOR  N        |7050|ESTANTERIAS EXTERIOR N        |ESTANTERIA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00372|MUEBLES DE INTERIOR  N        |7210|CENTRO ENTRETENIMIENTO N      |CENT ENTRE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00372|MUEBLES DE INTERIOR  N        |7220|MESAS TV Y SONIDO N           |MESAS TV Y|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00372|MUEBLES DE INTERIOR  N        |7230|REPISAS INTERIOR N            |REPISAS IN|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00372|MUEBLES DE INTERIOR  N        |7240|MESAS AUXILARES INTERIOR *N   |MESAS AUXI|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00372|MUEBLES DE INTERIOR  N        |7250|CLOSET INTERIOR N             |CLOSET INT|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00372|MUEBLES DE INTERIOR  N        |7260|GABINETES COCINA N            |GABINETES |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00372|MUEBLES DE INTERIOR  N        |7270|SILLAS Y BUTACOS INTERIOR N   |SILLA BUTA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00372|MUEBLES DE INTERIOR  N        |7280|PUFF                          |SILLA BUTA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00374|MUEBLES DE OFICINA  N         |7410|ESCRITORIOS DE OFICINA N      |ESCRITORIO|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00374|MUEBLES DE OFICINA  N         |7420|CENTRO DE COMPUTO OFICINA N   |CENTRO COM|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00374|MUEBLES DE OFICINA  N         |7430|ARCHIVADOR DE OFICINA N       |ARCHIVADOR|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00374|MUEBLES DE OFICINA  N         |7440|SILLAS ESCRITORIO N           |SILLAS ESC|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00375|ACCESORIOS DE ESCRITORIO      |7510|PORTALAPIZ PAPELERA           |PLAPIZ PAP|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00376|LONCHERAS                     |7610|LONCHERAS OFICINA N           |LONCHERAS |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00376|LONCHERAS                     |7620|LONCHERAS ESCOLARES N         |LONCHERAS |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00377|ORGANIZADORES                 |7710|COSMETIQUERA                  |COSMETIQUE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00377|ORGANIZADORES                 |7720|CAJA                          |CAJA      |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00378|ORGANIZADORES N               |7810|ESTANTERIAS N                 |ESTANTERIA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00378|ORGANIZADORES N               |7820|PORTAHERRAMIENTAS N           |PORTAHERRA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00379|OTROS                         |7910|ARTICULOS VARIOS              |ART.VARIOS|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00380|ORGANIZADORES ASEO  N         |8010|ORGANIZADORES ASEO N          |ORGANIZ AS|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00380|ORGANIZADORES ASEO  N         |8020|ORGANIZADORES COCINA N        |ORGANIZ CO|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00382|HERRAMIENTA  N                |8210|HERRAMIENTA MANUAL N          |HERRAMIENT|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00382|HERRAMIENTA  N                |8220|HERRAMIENTA ELECTRICA N       |HERRAMIENT|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00383|VEHICULOS  N                  |8310|EQUIPO DE CARRETERA N         |EQPO CARRE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00383|VEHICULOS  N                  |8320|LLANTAS N                     |LLANTAS   |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00383|VEHICULOS  N                  |8330|VENTILADORES N                |VENTILADOR|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00386|BANO N                        |8610|TOALLA BAÑO *N                |TOALLA BAÑ|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00386|BANO N                        |8620|TOALLA MANO N                 |TOALLA MAN|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00386|BANO N                        |8630|TOALLA PLAYA N                |TOALLA PLA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00386|BANO N                        |8640|TOALLA FACIAL N               |TOALLA FAC|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8805|JUEGO CAMA DOBLE N            |JUEGO CAMA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8810|JUEGO CAMA EXTRADOBLE N       |JUEGO CAMA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8815|JUEGO CAMA KING N             |JUEGO CAMA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8820|JUEGO CAMA SENCILLO N         |JUEGO CAMA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8825|SOBRE CAMA DOBLE N            |SOBRE CAMA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8830|SOBRE CAMA SENCILLO N         |SOBRE CAMA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8835|COMFORTER DOBLE N             |COMFORTER |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8840|COMFORTER EXTRADOBLE N        |COMFORTER |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8843|COMFORTER KING                |COMFORTER |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8845|COMFORTER SENCILLO N          |COMFORTER |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8850|EDREDON DOBLE N               |EDREDON DO|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8855|EDREDON EXTRADOBLE N          |EDREDON EX|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8860|EDREDON SENCILLO N            |EDREDON SE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8865|FALDON O ENAGUA SENCILLO N    |FALDON ENA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8870|FALDON O ENAGUA DOBLE N       |FALDON DOB|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8875|FALDON O ENAGUA EXTRADOBLE N  |FALDON EXT|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00388|CAMA  N                       |8880|FUNDA ALMOHADA N              |FUNDA ALMO|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00390|COMEDOR  N                    |9010|MANTEL REDONDO N              |MANTEL RED|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00390|COMEDOR  N                    |9020|MANTEL RECTANGULAR N          |MANTEL REC|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00390|COMEDOR  N                    |9030|MANTEL OVALADO N              |MANTEL OVA|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00391|SALA Y BIBLIOTECA  N          |9110|COJIN SALA Y BIBLIOTECA N     |COJIN S B |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00391|SALA Y BIBLIOTECA  N          |9120|TAPETE DECORATIVO N           |TAPETE DEC|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00391|SALA Y BIBLIOTECA  N          |9130|TAPETE ENTRADA N              |TAPETE ENT|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00392|COMPLEMENTO DE CAMA  N        |9210|COLCHON SENCILLO N            |COLCHON SE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00392|COMPLEMENTO DE CAMA  N        |9220|COLCHON SEMIDOBLE N           |COLCHON SE|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00392|COMPLEMENTO DE CAMA  N        |9230|COLCHON DOBLE N               |COLCHON DO|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00392|COMPLEMENTO DE CAMA  N        |9240|COLCHON EXTRADOBLE N          |COLCHON EX|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00393|CONCURSOS TV                  |9310|FACTOR XS                     |FACTOR XS |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00394|COMPLEMENTO ALCOBA            |9410|CORTINA                       |CORTINA   |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00396|VINOS DE MESA  N              |9610|VINO BLANCO MESA *N           |VINO BLCO |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00396|VINOS DE MESA  N              |9620|VINO TINTO MESA *N            |VINO TINTO|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00396|VINOS DE MESA  N              |9630|VINO ROSADOS *N               |VINO ROSAD|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00397|PRODUCTOS FIDELIZACION CARULLA|9710|PRODUCTOS DE CATALOGO         |PROD.CATAL|0000|                              |EMP|U  |UNIDAD                        
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00397|PRODUCTOS FIDELIZACION CARULLA|9720|CAMPAÑAS DE CONTINUIDAD       |CAMP.CONTI|0000|                              |EMP|U  |UNIDAD                        
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |00398|ALIANZAS CARULLA              |6515|ALIANZAS CARULLA              |          |0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |09998|GENERICOS AL 50%              |9998|GENERICOS AL 50%              |GENR AL 50|0000|                              |   |   |                              
10|NO ALIMENTOS                  |03|FIDELIZACION                  |003|FIDELIZACION                  |003|FIDELIZACION                  |09999|GENERICO PUNTOS               |9999|GENERICO PUNTOS EXIT          |          |0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |005|MATERIAL DE EMPAQUE Y MARCADA |00003|MATERIAL DE EMPAQUE           |0008|MATERIAL DE MARCADA OPERACION |MAT.EMP OP|0000|                              |   |   |                              
10|NO ALIMENTOS                  |09|SUMINISTROS                   |009|SUMINISTRIS                   |005|MATERIAL DE EMPAQUE Y MARCADA |00004|MATERIAL DE EMPAQUE PUESTO PAG|0004|MATERIAL DE EMPAQUE PUESTO PAG|M.EMPAQUE |0000|                              |   |   |                              
